user,gender,fb_friend_count,sender_count,recipient_count,caller_count,callee_count
77,0,1.0,0.0,0.0,0.0,0.0
78,0,16.0,0.0,0.0,0.0,0.0
79,0,18.0,12.0,13.0,4.0,3.0
80,0,22.0,0.0,0.0,0.0,2.0
81,0,62.0,0.0,1.0,2.0,0.0
82,0,2.0,8.0,9.0,1.0,2.0
83,0,20.0,2.0,1.0,0.0,1.0
84,0,6.0,0.0,0.0,0.0,0.0
85,0,25.0,47.0,34.0,21.0,4.0
86,0,3.0,0.0,0.0,0.0,0.0
87,0,13.0,0.0,0.0,0.0,0.0
88,0,34.0,25.0,19.0,17.0,8.0
89,0,0.0,8.0,10.0,1.0,3.0
90,1,25.0,395.0,452.0,38.0,47.0
91,0,13.0,428.0,378.0,38.0,27.0
92,0,0.0,20.0,20.0,7.0,8.0
93,1,8.0,188.0,260.0,3.0,2.0
94,0,13.0,9.0,17.0,4.0,2.0
95,0,10.0,31.0,54.0,15.0,21.0
96,1,61.0,28.0,24.0,18.0,7.0
97,0,15.0,39.0,29.0,5.0,6.0
98,0,2.0,12.0,10.0,11.0,5.0
99,0,24.0,3.0,4.0,0.0,0.0
100,1,40.0,66.0,77.0,9.0,6.0
101,0,0.0,0.0,0.0,1.0,0.0
102,0,6.0,64.0,61.0,5.0,9.0
103,0,1.0,0.0,0.0,0.0,0.0
104,1,39.0,125.0,115.0,13.0,2.0
105,0,8.0,18.0,13.0,4.0,8.0
106,0,15.0,20.0,27.0,15.0,18.0
107,1,27.0,0.0,0.0,0.0,2.0
108,0,42.0,17.0,18.0,8.0,4.0
109,-1,18.0,48.0,65.0,18.0,12.0
110,1,3.0,0.0,0.0,0.0,0.0
111,0,25.0,5.0,7.0,7.0,7.0
112,1,8.0,0.0,1.0,0.0,0.0
113,1,6.0,0.0,0.0,0.0,1.0
114,0,7.0,58.0,73.0,0.0,1.0
115,0,30.0,63.0,54.0,1.0,1.0
116,0,5.0,21.0,14.0,4.0,15.0
117,0,11.0,0.0,0.0,2.0,3.0
118,0,31.0,4.0,6.0,0.0,2.0
119,0,7.0,89.0,80.0,8.0,3.0
120,0,3.0,49.0,58.0,5.0,3.0
121,0,12.0,27.0,28.0,6.0,0.0
122,0,33.0,64.0,62.0,3.0,4.0
123,1,18.0,9.0,4.0,0.0,0.0
124,0,,,,,
125,0,1.0,0.0,0.0,0.0,0.0
126,0,5.0,10.0,10.0,1.0,2.0
127,0,4.0,0.0,0.0,0.0,0.0
128,0,20.0,15.0,18.0,4.0,1.0
129,0,8.0,5.0,6.0,2.0,4.0
130,0,18.0,0.0,0.0,0.0,0.0
131,1,24.0,16.0,12.0,6.0,4.0
132,1,16.0,0.0,0.0,0.0,0.0
133,0,21.0,59.0,53.0,8.0,8.0
134,-1,3.0,0.0,0.0,0.0,0.0
135,1,23.0,3.0,1.0,1.0,1.0
136,0,18.0,318.0,326.0,19.0,21.0
137,1,27.0,321.0,305.0,17.0,18.0
138,0,12.0,0.0,0.0,0.0,0.0
139,0,31.0,72.0,83.0,6.0,4.0
140,0,16.0,25.0,22.0,8.0,1.0
141,0,12.0,120.0,124.0,1.0,1.0
142,0,14.0,0.0,0.0,0.0,1.0
143,-1,9.0,5.0,4.0,4.0,3.0
144,0,16.0,49.0,54.0,25.0,11.0
145,0,2.0,14.0,16.0,8.0,6.0
146,1,25.0,69.0,79.0,8.0,9.0
147,0,18.0,14.0,18.0,13.0,7.0
148,0,31.0,2.0,0.0,0.0,0.0
149,0,0.0,63.0,56.0,4.0,5.0
150,0,2.0,0.0,0.0,0.0,0.0
151,1,30.0,47.0,51.0,4.0,1.0
152,0,14.0,65.0,65.0,15.0,11.0
153,0,4.0,7.0,7.0,3.0,3.0
154,1,24.0,14.0,12.0,0.0,0.0
155,0,15.0,12.0,15.0,1.0,1.0
156,0,8.0,0.0,0.0,0.0,0.0
157,1,23.0,24.0,23.0,5.0,0.0
158,1,39.0,21.0,24.0,7.0,12.0
159,-1,0.0,0.0,0.0,0.0,1.0
160,0,4.0,0.0,0.0,0.0,0.0
161,0,10.0,2.0,11.0,0.0,1.0
162,1,30.0,0.0,1.0,0.0,1.0
163,0,12.0,34.0,45.0,0.0,1.0
164,1,8.0,146.0,115.0,1.0,1.0
165,1,10.0,5.0,5.0,3.0,2.0
166,-1,26.0,54.0,39.0,8.0,14.0
167,0,7.0,3.0,3.0,3.0,4.0
168,0,6.0,0.0,0.0,0.0,0.0
169,0,14.0,6.0,6.0,12.0,4.0
170,0,0.0,32.0,34.0,1.0,0.0
171,0,32.0,34.0,32.0,5.0,1.0
172,0,7.0,101.0,120.0,6.0,16.0
173,0,32.0,15.0,14.0,6.0,12.0
174,1,23.0,12.0,24.0,1.0,11.0
175,-1,13.0,142.0,162.0,3.0,6.0
176,1,63.0,1107.0,964.0,9.0,15.0
177,1,20.0,20.0,16.0,2.0,0.0
178,0,25.0,59.0,54.0,4.0,6.0
179,0,9.0,79.0,78.0,6.0,11.0
180,0,19.0,21.0,21.0,1.0,10.0
181,0,24.0,0.0,0.0,0.0,0.0
182,0,18.0,1.0,0.0,0.0,0.0
183,1,22.0,5.0,3.0,1.0,2.0
184,0,6.0,0.0,0.0,0.0,0.0
185,0,10.0,0.0,3.0,12.0,14.0
186,0,62.0,6.0,9.0,3.0,4.0
187,1,12.0,6.0,6.0,0.0,0.0
188,0,17.0,14.0,18.0,0.0,3.0
189,1,16.0,0.0,0.0,0.0,0.0
190,0,53.0,16.0,15.0,14.0,10.0
191,0,9.0,1.0,1.0,0.0,1.0
192,0,20.0,34.0,29.0,1.0,1.0
193,0,25.0,80.0,73.0,1.0,3.0
194,0,18.0,65.0,77.0,2.0,1.0
195,1,19.0,12.0,16.0,0.0,2.0
196,1,16.0,0.0,0.0,0.0,0.0
197,1,0.0,21.0,19.0,4.0,5.0
198,0,9.0,0.0,0.0,0.0,0.0
199,0,9.0,2.0,2.0,0.0,1.0
200,0,32.0,20.0,17.0,2.0,2.0
201,0,21.0,13.0,12.0,2.0,1.0
202,-1,7.0,47.0,55.0,4.0,4.0
203,0,7.0,25.0,26.0,1.0,1.0
204,0,10.0,5.0,5.0,1.0,2.0
205,0,15.0,3.0,4.0,0.0,0.0
206,0,6.0,0.0,0.0,2.0,7.0
207,0,28.0,12.0,11.0,19.0,26.0
208,0,33.0,34.0,46.0,8.0,26.0
209,0,9.0,0.0,0.0,0.0,0.0
210,0,9.0,3.0,11.0,4.0,31.0
211,1,20.0,5.0,7.0,1.0,0.0
212,0,13.0,13.0,11.0,2.0,4.0
213,0,12.0,24.0,20.0,0.0,0.0
214,0,6.0,9.0,10.0,4.0,1.0
215,0,8.0,1.0,3.0,0.0,1.0
216,0,7.0,0.0,0.0,0.0,0.0
217,1,45.0,26.0,32.0,1.0,6.0
218,1,23.0,237.0,206.0,5.0,8.0
219,0,60.0,0.0,1.0,0.0,1.0
220,0,17.0,10.0,13.0,7.0,3.0
221,0,66.0,54.0,74.0,54.0,19.0
222,0,9.0,2.0,2.0,4.0,1.0
223,0,5.0,0.0,0.0,0.0,0.0
224,0,4.0,10.0,6.0,0.0,2.0
225,1,11.0,45.0,55.0,25.0,14.0
226,0,28.0,0.0,0.0,0.0,0.0
227,0,19.0,34.0,18.0,5.0,1.0
228,0,14.0,0.0,0.0,0.0,1.0
229,0,13.0,10.0,8.0,0.0,0.0
230,0,5.0,0.0,0.0,0.0,0.0
231,0,8.0,0.0,0.0,0.0,0.0
232,0,1.0,4.0,4.0,0.0,0.0
233,0,14.0,0.0,1.0,0.0,0.0
234,0,11.0,4.0,4.0,0.0,0.0
235,1,24.0,37.0,40.0,8.0,7.0
236,0,34.0,10.0,4.0,1.0,1.0
237,0,10.0,113.0,137.0,4.0,11.0
238,0,16.0,4.0,3.0,0.0,0.0
239,1,17.0,2.0,1.0,1.0,0.0
240,0,15.0,5.0,7.0,1.0,1.0
241,0,11.0,0.0,0.0,0.0,0.0
242,0,15.0,73.0,61.0,4.0,4.0
243,0,16.0,17.0,10.0,12.0,4.0
244,0,15.0,7.0,9.0,4.0,2.0
245,-1,12.0,0.0,0.0,0.0,0.0
246,0,9.0,15.0,12.0,2.0,0.0
247,1,3.0,0.0,0.0,0.0,0.0
248,0,8.0,0.0,0.0,0.0,2.0
249,0,23.0,12.0,14.0,0.0,0.0
250,0,4.0,36.0,40.0,14.0,5.0
251,0,5.0,0.0,0.0,0.0,0.0
252,0,7.0,1.0,1.0,3.0,3.0
253,0,5.0,11.0,17.0,0.0,1.0
254,0,21.0,19.0,14.0,20.0,11.0
255,-1,4.0,0.0,0.0,0.0,0.0
256,0,13.0,6.0,7.0,5.0,1.0
257,-1,24.0,16.0,24.0,1.0,18.0
258,0,10.0,1.0,0.0,6.0,6.0
259,0,14.0,7.0,5.0,2.0,3.0
260,1,17.0,8.0,10.0,6.0,6.0
261,0,11.0,0.0,0.0,0.0,1.0
262,1,34.0,7.0,3.0,13.0,2.0
263,1,71.0,20.0,11.0,33.0,9.0
